,src_english,trg_french
7617,An elderly man with his hands placed upon some kind of barrel in a truck yard.,Un homme âgé avec ses mains placées sur une sorte de baril dans une cour de camions.
7618,An african american woman with 2 young girls.,Une femme Afro-américaine avec deux jeunes filles.
7619,Three older men playing live music in a grand hall.,Trois hommes âgés jouant de la musique en live dans une grande salle.
7620,Four teenagers are in a church playing their instruments.,"Quatre adolescents sont dans une église, jouant de leurs instruments."
7621,A man in a mustard yellow jacket sits in front of water while reading.,Un homme en veste jaune moutarde est assis en face de l'eau tandis qu'il lit.
7622,The man is playing a stringed instrument on the ground.,L'homme joue d'un instrument à cordes par terre.
7623,A kid in a striped tank top skateboards down the street,Un enfant en débardeur rayé fait du skateboard dans la rue
7624,A girl in a crowd in holding on to a leashed sheep.,Une fille dans une foule tient un mouton en laisse.
7625,A man with a bike helmet and two young boys have just their heads peeking up from a pile of leaves.,Un homme avec un casque de cycliste et deux jeunes garçons ont juste leurs têtes qui dépassent d'un tas de feuilles.
7626,A baby is eating aqua-colored cake very messily.,Un bébé mange très salement un gâteau de couleur aqua.
7627,Two children are sitting outside at a table with popcorn all over it.,Deux enfants sont assis dehors à une table avec du popcorn partout dessus.
7628,A man with a blue jacket look at items.,Un homme avec une veste bleue regarde des objets.
7629,A man wearing a white collared shirt on the water.,Un homme portant un polo blanc sur l'eau.
7630,A couple takes a break from dancing.,Un couple s'arrête de danser pour faire une pause.
7631,"A group of people, including a barefoot woman with white shorts, a black jacket and backpack wait for a light rail train.","Un groupe de personnes, dont une femme pieds nus avec un short blanc, une veste noire et un sac à dos, attendent un métro léger."
7632,Two little boys play in the water left behind by the sprinklers.,Deux petits garçons jouent dans l'eau à gauche derrière les sprinklers.
7633,Two men are putting plaster on a building.,Deux hommes posent du plâtre sur un bâtiment.
7634,A child plays in a multicolored fountain.,Un enfant joue dans une fontaine multicolore.
7635,A child is floating on a raft and splashing in a pool.,Un enfant flotte sur un radeau et fait des éclaboussures dans une piscine.
7636,Man in white juggling with a bike against the wall.,Un homme en blanc jonglant avec un vélo contre le mur.
7637,Four boys are about to be hit by an approaching wave.,Quatre garçons sont sur le point d'être frappés par une vague approchant.
7638,A group of people standing on the sidewalk and looking across the street.,Un groupe de personnes debout sur le trottoir et regardant de l'autre côté de la rue.
7639,"A man, wearing a white t-shirt and jeans, sits on two stacked crates while playing a guitar for tips.","Un homme, vêtu d'un t-shirt blanc et d'un jean, est assis sur deux caisses empilées tout en jouant de la guitare."
7640,A girl is swinging over waves on a rope swing.,Une fille se balance au-dessus des vagues sur une balançoire.
7641,A little girl in a yellow shirt runs through a fountain in a busy park,Une petite fille en T-shirt jaune court dans une fontaine dans un parc très fréquenté
7642,A band playing in a bar in front of a crowd.,Un groupe jouant dans un bar devant une foule.
7643,"A child sits on a pink, flowered couch and reads a book.",Un enfant est assis sur un canapé à fleurs rose et lit un livre.
7644,Two women are working in a kitchen., Deux femmes travaillent dans une cuisine.
7645,A young child with wild curly hair sits on a chair and shows off his Legos.,Un jeune enfant avec des cheveux ébouriffés frisés est assis sur une chaise et montre ses Legos.
7646,A street performer and his guitar painted completely blue.,Un artiste de rue et sa guitare entièrement peints en bleu.
7647,Two boys are skateboarding in front of an office building.,Deux garçons font du skateboard devant un immeuble de bureaux.
7648,Two men playing guitars on stage,Deux hommes jouant de la guitare sur scène
7649,A man crashes into the water with his parachute.,Un homme tombe dans l'eau avec son parachute.
7650,A woman helping a child out of the swimming pool.,Une femme aidant un enfant à sortir de la piscine.
7651,"A woman, a boy, and a dog are walking up a hill.","Une femme, un garçon et un chien se promènent sur une colline."
7652,"A man is playing golf, striking his ball out of a sand bunker.","Un homme joue au golf, frappant sa balle hors d'un bunker."
7653,A man in jeans is sleeping with a red mask covering his eyes.,Un homme en jean dort avec un masque rouge recouvrant ses yeux.
7654,There are two greyhounds racing around a dirt track.,Il y a deux lévriers courant autour d'une piste en terre.
7655,An Indian male is drinking something from a clay looking cup.,Un Indien boit quelque chose dans une tasse semblant en argile.
7656,Man taking a break under a umbrella leaning against truck.,Un homme prenant une pause sous un parasol adossé à un camion.
7657,A man wearing a pink shirt and white pants in mid jump playing a guitar.,Un homme vêtu d'un T-shirt rose et d'un pantalon blanc saute en l'air en jouant de la guitare.
7658,Woman on bench looking at cloudy mountain view.,Une femme sur un banc ayant vue sur une montagne nuageuse
7659,"Two women both in sandals, one in a green hat is tying the other woman's dress strap.","Deux femmes en sandales, celle avec un chapeau vert attache la bretelle de la robe de l'autre femme."
7660,A woman in a black shirt looking at a bicycle.,Une femme en T-shirt noir sur un vélo.
7661,A woman in an orange sweatshirt is holding a glass in her hand.,Une femme en sweat-shirt orange tient un verre dans sa main.
7662,Two young boys drinking at home.,Deux jeunes garçons buvant à la maison.
7663,A rock band is playing in a dimly lit bar.,Un groupe de rock joue dans un bar faiblement éclairé.
7664,A dog rolls in the grass.,Un chien roule dans l'herbe.
7665,A blond-haired boy wearing a red shirt and red shorts climbing a tree.,Un garçon blond vêtu d'un T-shirt et d'un short rouges grimpant à un arbre.
7666,A man stands on a ladder to take a picture with his cellphone.,Un homme se tient sur un escabeau pour prendre une photo avec son téléphone portable.
7667,Several women wearing white shoes and sandals walk through a street festival.,Plusieurs femmes portant des chaussures et des sandales blanches marchent au milieu d'un festival de rue.
7668,A man is hammering an anvil.,Un homme martèle une enclume.
7669,A little girl offers a ball to an upset toddler on a grassy field while a man in bermuda shorts stands behind them.,Une petite fille offre un ballon à un tout-petit fâché sur une pelouse tandis qu'un homme en bermuda est derrière eux.
7670,Black dog playing with a white and blue toy.,Un chien noir jouant avec un jouet blanc et bleu.
7671,A man drives a truck while a child sits on his lap and steers.,Un homme conduit un camion tandis qu'un enfant est assis sur ses genoux et conduit.
7672,Two young girls dressed in their Sunday's best peer over a fence.,Deux jeunes filles endimanchées regardent par-dessus une clôture.
7673,A man walks toward a policeman standing in a crosswalk on a city street.,Un homme marche vers un policier debout sur un passage piéton dans une rue.
7674,A man stands on a sidewalk between a grass lawn and building,Un homme est debout sur un trottoir entre une pelouse et un bâtiment
7675,A man in a white shirt and blue jeans walking across concrete.,Un homme en T-shirt blanc et jean marchant sur du béton.
7676,Woman sorting bucket of food.,Une femme triant un seau de nourriture.
7677,A man is drawing on the street while another man videotapes it.,Un homme dessine dans la rue tandis qu'un autre homme le filme.
7678,A man is selling food at a street stand.,Un homme vend de la nourriture sur un stand de rue.
7679,The boy is sitting in the lap of the car's driver and helping to steer.,Le garçon est assis sur les genoux du conducteur du véhicule et l'aide à conduire.
7680,A woman shows a man something on her cellphone in the middle of a crowded street.,Une femme montre quelque chose à un homme sur son téléphone portable au milieu d'une rue très fréquentée.
7681,A group of people are sitting next to each other with some wearing white shirts and blue vests with yellow sashes and the others wearing large fluffy white hats with a pink fluffy top.,"Un groupe de personnes sont assises côte à côte, certains vêtus de chemises blanches et de gilets bleus avec des écharpes jaunes et les autres portant de grands chapeaux blancs moelleux avec un haut rose moelleux."
7682,Men and Women in traditional dresses attending something.,Des hommes et des femmes en costumes traditionnels participant à quelque chose.
7683,A small boy is playing with a gun on the sidewalk outside.,Un petit garçon joue avec un pistolet sur le trottoir dehors.
7684,A woman is working at a food stand in the city.,Une femme travaille à un stand de restauration dans la ville.
7685,A person retrieving something from a bag on a cooking counter.,Une personne récupérant quelque chose dans un sac sur un comptoir de cuisine.
